# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
4.818342922507521507e+03,1.511979204121775888e+00,2.205789029781923013e-04,2.354779821272548368e+00,4.216320882629253069e-04
4.838463900672283671e+03,1.514330739498012113e+00,2.757001440467288971e-04,2.349133363040019962e+00,4.301543365701335003e-04
4.858668902280128350e+03,1.516800865244014362e+00,3.164984255027709480e-04,2.343435448230167140e+00,4.509446112001307605e-04
4.878958278205598617e+03,1.519366067123870678e+00,3.334495647193862016e-04,2.337620736161380997e+00,4.473459057401416679e-04
4.899332380788457158e+03,1.521533843600959113e+00,3.868901728260906009e-04,2.331955647346927840e+00,3.968100982081957978e-04
4.919791563839806258e+03,1.523844308823462335e+00,3.079512564730368116e-04,2.326111559151148533e+00,3.440247342079486817e-04
4.940336182648238719e+03,1.526022503722308077e+00,2.751078992298108057e-04,2.319987507607004673e+00,4.560732308090174967e-04
4.960966593985984218e+03,1.528503998420213783e+00,2.580463704914533825e-04,2.314229316504595513e+00,3.765340298887802362e-04
4.981683156115140264e+03,1.530869110574588854e+00,2.711754121723938902e-04,2.308323413282715730e+00,3.871266423861917730e-04
5.002486228793866758e+03,1.533038432201038193e+00,3.418027313354723702e-04,2.302192248957343423e+00,2.931648820503580466e-04
5.023376173282646050e+03,1.535378993506100631e+00,3.707245502641362957e-04,2.295912040977878377e+00,4.781489756400814908e-04
5.044353352350548448e+03,1.537639380050836113e+00,3.254415286436406255e-04,2.289834424553222725e+00,4.194809586007613392e-04
5.065418130281540471e+03,1.539946918750544347e+00,4.672332211955369341e-04,2.283425946786155514e+00,3.857426682231846924e-04
5.086570872880804018e+03,1.542042041616550563e+00,3.373795961200976305e-04,2.277276841914714911e+00,4.148073000605276414e-04
5.107811947481091011e+03,1.544215544353846337e+00,4.207024101895365372e-04,2.270865113269685764e+00,4.806984256346245486e-04
5.129141722949103496e+03,1.546417062048001778e+00,3.014730573784056480e-04,2.264426526216373414e+00,3.324551722035314918e-04
