# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
2.491654003354526736e+01,3.301057281333269202e+02,7.082275832490405598e-01,-1.741066262952108840e-02,1.204220704760294814e-03
2.541599015889546109e+01,3.303681454466990317e+02,8.583020945339215890e-01,-1.750545003885606299e-02,1.628408201959291764e-03
2.592545172352962268e+01,3.305275240989159897e+02,5.908828796975983400e-01,-1.839321927272790161e-02,1.886177053563983059e-03
2.644512540597689210e+01,3.303773449503407278e+02,6.227374987214485680e-01,-1.778772022742214354e-02,2.209790887691999439e-03
2.697521590735207297e+01,3.305794234402532084e+02,4.292666274128271731e-01,-1.906853403709343059e-02,2.490306611973092284e-03
2.751593203198804005e+01,3.306833860866497048e+02,4.432007454492566390e-01,-1.890466880838714836e-02,1.594791745012465265e-03
2.806748676968443590e+01,3.306856810302352869e+02,7.631837042032542096e-01,-1.868131491032802918e-02,1.631669198689807967e-03
2.863009737960502932e+01,3.302437434835644012e+02,7.207693562767305551e-01,-1.867077641625907239e-02,2.014012877067791578e-03
2.920398547585678983e+01,3.308328106266013720e+02,8.149247438074118666e-01,-1.978706133272516501e-02,1.735509189820377178e-03
2.978937711478437578e+01,3.304251285307948933e+02,5.902953123376434297e-01,-2.042035299171462981e-02,2.756532879552479800e-03
3.038650288401447597e+01,3.303717074978493997e+02,6.096260891781757341e-01,-2.170238498869072469e-02,1.711499514055031404e-03
3.099559799328497434e+01,3.302417504897404115e+02,5.603686250786402701e-01,-2.083950417664857252e-02,1.824793052863298492e-03
3.161690236709484481e+01,3.305777860772931831e+02,6.181948789381930265e-01,-2.214454682755508802e-02,1.465556305885694832e-03
3.225066073921114906e+01,3.299813468353955841e+02,7.533902769282624368e-01,-2.084947619663570645e-02,1.697050918785668718e-03
3.289712274907046208e+01,3.301187320821897515e+02,5.985286924299323408e-01,-2.296507516397459231e-02,1.962213920100177884e-03
3.355654304011261502e+01,3.303477848501314043e+02,5.803867909456429386e-01,-2.331419845940958455e-02,7.880782341867681754e-04
3.422918136008559742e+01,3.302766153434162106e+02,5.096152219913371306e-01,-2.387128597110765860e-02,1.959751234049080925e-03
3.491530266336097554e+01,3.304001753421190415e+02,5.874867232974800846e-01,-2.363262198141233977e-02,2.467601861512855235e-03
3.561517721530029945e+01,3.306833628829174927e+02,4.225002732827884411e-01,-2.423667046524120502e-02,1.827355029373695441e-03
3.632908069871344736e+01,3.303509159472301917e+02,6.729497805945187094e-01,-2.474209645030889249e-02,1.273566518920106385e-03
3.705729432245099275e+01,3.302189443814432934e+02,6.795519066133255404e-01,-2.491528536431357813e-02,1.012589320641514579e-03
3.780010493217326939e+01,3.302322999484943580e+02,6.885129745421076919e-01,-2.625397848433590545e-02,1.852247186564314136e-03
3.855780512333974741e+01,3.298358824077521376e+02,6.112680765433787800e-01,-2.638576492648154678e-02,2.091566593826672295e-03
3.933069335646334963e+01,3.301492065121145174e+02,5.490178094097211137e-01,-2.729490345714702393e-02,1.989668352956772308e-03
4.011907407467499809e+01,3.297646357590589332e+02,5.839913075526597108e-01,-2.618847312571093155e-02,1.440677022659178587e-03
4.092325782364472531e+01,3.303425236239814922e+02,5.285334271318659072e-01,-2.774902525651117349e-02,2.441741111611926175e-03
4.174356137390653032e+01,3.302826751082108672e+02,5.773391550969882990e-01,-2.861466705519335324e-02,1.316841939110653626e-03
4.258030784563544557e+01,3.304351521030869208e+02,5.182935970408354409e-01,-2.897449830795895132e-02,1.857789242647278887e-03
4.343382683592546556e+01,3.304894246881425488e+02,6.208211723840814100e-01,-3.042423377541392249e-02,1.301117206812222151e-03
4.430445454861897048e+01,3.299979476750104368e+02,3.908671032544946411e-01,-2.904705542421912728e-02,1.451783876181129062e-03
4.519253392673843450e+01,3.301752483931937832e+02,8.077773548485360777e-01,-3.074569128908044569e-02,2.158608330042170471e-03
4.609841478757282118e+01,3.299057464181507271e+02,6.537836886405766768e-01,-3.164098895409361845e-02,1.989432749610079050e-03
4.702245396047167958e+01,3.303036032919471268e+02,6.008034652522938890e-01,-3.262447176517513370e-02,1.282060802734305040e-03
4.796501542740139001e+01,3.301832525615878353e+02,6.180729257505105378e-01,-3.347547065666826860e-02,1.890686019246994335e-03
4.892647046631881125e+01,3.301375723875760286e+02,6.067856100964732491e-01,-3.265747142525454727e-02,1.640012952297265720e-03
4.990719779741882434e+01,3.300585074965808303e+02,8.496068770630057498e-01,-3.408738168746409947e-02,2.621822723393606516e-03
5.090758373231345502e+01,3.303540370338415073e+02,5.993968130619762302e-01,-3.497242485947795604e-02,1.621994270793940306e-03
